timeUTC, timeOffset, activityIndex, activityCount
1446252785, -4, 0.06400000, 0.05059644
1446252815, -4, 0.07332121, 0.06400000
1446252845, -4, 0.05986652, 0.04800000
1446252875, -4, 0.06596969, 0.06400000
1446252905, -4, 0.09991997, 0.07332121
1446252935, -4, 0.06974238, 0.05059644
1446252965, -4, 0.05059644, 0.04800000
1446252995, -4, 0.03200000, 0.03919183
1446253025, -4, 0.09329523, 0.07155418
1446253055, -4, 0.06974238, 0.05768882
1446253085, -4, 0.05768882, 0.04525483
1446253115, -4, 0.07332121, 0.06400000
1446253145, -4, 0.08763561, 0.06596969
1446253175, -4, 0.05986652, 0.05542563
1446253205, -4, 0.05542563, 0.05059644
1446253235, -4, 0.05768882, 0.04800000
1446253265, -4, 0.04525483, 0.04233202
1446253295, -4, 0.06196773, 0.05768882
1446253325, -4, 0.07838367, 0.05768882
1446253355, -4, 0.05768882, 0.05768882
1446253385, -4, 0.04800000, 0.04800000
1446253415, -4, 0.06196773, 0.05542563
1446253445, -4, 0.04800000, 0.04800000
1446253475, -4, 0.06974238, 0.05986652
1446253505, -4, 0.04525483, 0.04525483
1446253535, -4, 0.09863062, 0.07504665
1446253565, -4, 0.07504665, 0.06596969
1446253595, -4, 0.06196773, 0.05542563
1446253625, -4, 0.10613199, 0.07155418
1446253655, -4, 0.07504665, 0.05986652
1446253685, -4, 0.08466404, 0.06788225
1446253715, -4, 0.05306600, 0.05306600
1446253745, -4, 0.05059644, 0.05059644
1446253775, -4, 0.04800000, 0.05059644
1446253805, -4, 0.05542563, 0.05059644
1446253835, -4, 0.04525483, 0.04525483
1446253865, -4, 0.09465728, 0.07155418
1446253895, -4, 0.08466404, 0.06196773
1446253925, -4, 0.07504665, 0.05986652
1446253955, -4, 0.10244999, 0.07838367
1446253985, -4, 0.07504665, 0.05986652
1446254015, -4, 0.05986652, 0.04800000
1446254045, -4, 0.07504665, 0.06196773
1446254075, -4, 0.05986652, 0.05059644
1446254105, -4, 0.06974238, 0.05986652
1446254135, -4, 0.04233202, 0.04233202
1446254165, -4, 0.04233202, 0.03919183
1446254195, -4, 0.06400000, 0.05542563
1446254225, -4, 0.07155418, 0.06400000
1446254255, -4, 0.04800000, 0.04800000
1446254285, -4, 0.07838367, 0.05986652
1446254315, -4, 0.08158431, 0.06400000
1446254345, -4, 0.05542563, 0.04800000
1446254375, -4, 0.04525483, 0.04233202
1446254405, -4, 0.05986652, 0.05306600
1446254435, -4, 0.08313844, 0.06400000
1446254465, -4, 0.06196773, 0.05306600
1446254495, -4, 0.04800000, 0.04800000
1446254525, -4, 0.08000000, 0.06596969
1446254555, -4, 0.07838367, 0.05768882
1446254585, -4, 0.05768882, 0.05542563
1446254615, -4, 0.05306600, 0.05059644
1446254645, -4, 0.05306600, 0.05306600
1446254675, -4, 0.07504665, 0.06196773
1446254705, -4, 0.06596969, 0.05768882
1446254735, -4, 0.05986652, 0.04800000
1446254765, -4, 0.08466404, 0.06788225
1446254795, -4, 0.08763561, 0.06974238
1446254825, -4, 0.07504665, 0.06196773
1446254855, -4, 0.05059644, 0.05542563
1446254885, -4, 0.08000000, 0.05768882
1446254915, -4, 0.07504665, 0.06596969
1446254945, -4, 0.05986652, 0.05306600
1446254975, -4, 0.07673331, 0.05986652
1446255005, -4, 0.04525483, 0.04525483
1446255035, -4, 0.04800000, 0.04233202
1446255065, -4, 0.07155418, 0.06196773
1446255095, -4, 0.03577709, 0.04233202
1446255125, -4, 0.08000000, 0.06596969
1446255155, -4, 0.05306600, 0.04800000
1446255185, -4, 0.07332121, 0.05542563
1446255215, -4, 0.06596969, 0.05542563
1446255245, -4, 0.05986652, 0.05059644
1446255275, -4, 0.04800000, 0.04800000
1446255305, -4, 0.05542563, 0.05059644
1446255335, -4, 0.06974238, 0.06196773
1446255365, -4, 0.07332121, 0.05542563
1446255395, -4, 0.07155418, 0.05542563
1446255425, -4, 0.04525483, 0.04800000
1446255455, -4, 0.08763561, 0.07155418
1446255485, -4, 0.05542563, 0.04800000
1446255515, -4, 0.04525483, 0.05059644
1446255545, -4, 0.05768882, 0.05306600
1446255575, -4, 0.08616263, 0.06400000
1446255605, -4, 0.07504665, 0.05768882
1446255635, -4, 0.04800000, 0.05306600
1446255665, -4, 0.08763561, 0.06788225
1446255695, -4, 0.09329523, 0.07332121
1446255725, -4, 0.08158431, 0.06596969
1446255755, -4, 0.07838367, 0.06596969
1446255785, -4, 0.07332121, 0.05986652
1446255815, -4, 0.06196773, 0.05306600
1446255845, -4, 0.07155418, 0.06196773
1446255875, -4, 0.06788225, 0.05986652
1446255905, -4, 0.08158431, 0.06596969
1446255935, -4, 0.07673331, 0.06596969
1446255965, -4, 0.05306600, 0.05059644
1446255995, -4, 0.08000000, 0.06196773
1446256025, -4, 0.05059644, 0.04800000
