timeUTC, timeOffset, red, green, blue, clear, cla, cs
1446301612, -4, 0.00, 0.00, 0.00, 13.50, 0, 0
1446301672, -4, 0.00, 0.00, 0.00, 12.80, 0, 0
1446301732, -4, 0.00, 0.00, 0.00, 12.20, 0, 0
1446301792, -4, 0.00, 0.00, 0.00, 13.30, 0, 0
1446301852, -4, 0.00, 0.00, 0.00, 13.00, 0, 0
1446301912, -4, 0.00, 0.00, 0.00, 13.10, 0, 0
1446301972, -4, 0.00, 0.00, 0.00, 13.20, 0, 0
1446302032, -4, 0.00, 0.00, 0.00, 14.00, 0, 0
1446302092, -4, 0.00, 0.00, 0.00, 14.60, 0, 0
1446302152, -4, 0.00, 0.00, 0.00, 15.10, 0, 0
1446302212, -4, 0.00, 0.00, 0.00, 15.30, 0, 0
1446302272, -4, 0.00, 0.00, 0.00, 15.30, 0, 0
1446302332, -4, 0.00, 0.00, 0.00, 15.40, 0, 0
1446302392, -4, 0.00, 0.00, 0.00, 16.50, 0, 0
1446302452, -4, 0.00, 0.00, 0.00, 16.00, 0, 0
1446302512, -4, 0.00, 0.00, 0.00, 15.60, 0, 0
1446302572, -4, 0.00, 0.00, 0.00, 14.90, 0, 0
1446302632, -4, 0.00, 0.00, 0.00, 14.60, 0, 0
1446302692, -4, 0.00, 0.00, 0.00, 14.60, 0, 0
1446302752, -4, 0.00, 0.00, 0.00, 15.20, 0, 0
1446302812, -4, 0.00, 0.00, 0.00, 14.90, 0, 0
1446302872, -4, 0.00, 0.00, 0.00, 13.30, 0, 0
1446302932, -4, 0.00, 0.00, 0.00, 14.60, 0, 0
1446302992, -4, 0.00, 0.00, 0.00, 6.00, 0, 0
1446303052, -4, 0.00, 0.00, 0.00, 11.70, 0, 0
1446303112, -4, 0.00, 0.00, 0.00, 13.70, 0, 0
1446303172, -4, 0.00, 0.00, 0.00, 13.60, 0, 0
1446303232, -4, 0.00, 0.00, 0.00, 13.30, 0, 0
1446303292, -4, 0.00, 0.00, 0.00, 22.40, 0, 0
1446303352, -4, 0.00, 0.00, 0.00, 50.60, 0, 0
1446303412, -4, 0.00, 0.00, 0.00, 54.30, 0, 0
1446303472, -4, 0.00, 0.00, 0.00, 63.30, 0, 0
1446303532, -4, 0.00, 0.00, 0.00, 68.00, 0, 0
1446303592, -4, 0.00, 0.00, 0.00, 73.70, 0, 0
1446303652, -4, 0.00, 0.00, 0.00, 80.50, 0, 0
1446303712, -4, 0.00, 0.00, 0.00, 82.50, 0, 0
1446303772, -4, 0.00, 0.00, 0.00, 84.10, 0, 0
1446303832, -4, 0.00, 0.00, 0.00, 83.80, 0, 0
1446303892, -4, 0.00, 0.00, 0.00, 74.70, 0, 0
1446303952, -4, 0.00, 0.00, 0.00, 63.90, 0, 0
1446304012, -4, 0.00, 0.00, 0.00, 49.50, 0, 0
1446304072, -4, 0.00, 0.00, 0.00, 4694.70, 0, 0
1446304132, -4, 0.00, 0.00, 0.00, 5183.60, 0, 0
1446304192, -4, 0.00, 0.00, 0.00, 2816.50, 0, 0
1446304252, -4, 0.00, 0.00, 0.00, 5742.80, 0, 0
1446304312, -4, 0.00, 0.00, 0.00, 5513.20, 0, 0
1446304372, -4, 0.00, 0.00, 0.00, 5096.80, 0, 0
1446304432, -4, 0.00, 0.00, 0.00, 652.80, 0, 0
1446304492, -4, 0.00, 0.00, 0.00, 1521.30, 0, 0
1446304552, -4, 0.00, 0.00, 0.00, 2569.20, 0, 0
1446304612, -4, 0.00, 0.00, 0.00, 3824.70, 0, 0
1446304672, -4, 0.00, 0.00, 0.00, 4970.20, 0, 0
1446304732, -4, 0.00, 0.00, 0.00, 3260.30, 0, 0
1446304792, -4, 0.00, 0.00, 0.00, 1888.00, 0, 0
1446304852, -4, 0.00, 0.00, 0.00, 4901.80, 0, 0
1446304912, -4, 0.00, 0.00, 0.00, 4795.50, 0, 0
1446304972, -4, 0.00, 0.00, 0.00, 2969.50, 0, 0
1446305032, -4, 0.00, 0.00, 0.00, 798.70, 0, 0
1446305092, -4, 0.00, 0.00, 0.00, 5241.00, 0, 0
1446305152, -4, 0.00, 0.00, 0.00, 4920.60, 0, 0
1446305212, -4, 0.00, 0.00, 0.00, 4004.80, 0, 0
1446305272, -4, 0.00, 0.00, 0.00, 2651.20, 0, 0
1446305332, -4, 0.00, 0.00, 0.00, 2377.40, 0, 0
1446305392, -4, 0.00, 0.00, 0.00, 12.60, 0, 0
1446305452, -4, 0.00, 0.00, 0.00, 2972.40, 0, 0
1446305512, -4, 0.00, 0.00, 0.00, 5620.00, 0, 0
1446305572, -4, 0.00, 0.00, 0.00, 1749.50, 0, 0
1446305632, -4, 0.00, 0.00, 0.00, 615.80, 0, 0
1446305692, -4, 0.00, 0.00, 0.00, 6082.80, 0, 0
1446305752, -4, 0.00, 0.00, 0.00, 1377.50, 0, 0
1446305812, -4, 0.00, 0.00, 0.00, 4255.30, 0, 0
1446305872, -4, 0.00, 0.00, 0.00, 436.90, 0, 0
1446305932, -4, 0.00, 0.00, 0.00, 5794.60, 0, 0
1446305992, -4, 0.00, 0.00, 0.00, 4317.30, 0, 0
1446306052, -4, 0.00, 0.00, 0.00, 4266.30, 0, 0
1446306112, -4, 0.00, 0.00, 0.00, 4604.40, 0, 0
1446306172, -4, 0.00, 0.00, 0.00, 3661.70, 0, 0
1446306232, -4, 0.00, 0.00, 0.00, 3317.00, 0, 0
1446306292, -4, 0.00, 0.00, 0.00, 914.70, 0, 0
1446306352, -4, 0.00, 0.00, 0.00, 1326.50, 0, 0
1446306412, -4, 0.00, 0.00, 0.00, 1072.00, 0, 0
1446306472, -4, 0.00, 0.00, 0.00, 859.50, 0, 0
1446306532, -4, 0.00, 0.00, 0.00, 2302.30, 0, 0
1446306592, -4, 0.00, 0.00, 0.00, 2428.20, 0, 0
1446306652, -4, 0.00, 0.00, 0.00, 205.20, 0, 0
1446306712, -4, 0.00, 0.00, 0.00, 1553.30, 0, 0
1446306772, -4, 0.00, 0.00, 0.00, 1768.10, 0, 0
1446306832, -4, 0.00, 0.00, 0.00, 1617.90, 0, 0
1446306892, -4, 0.00, 0.00, 0.00, 2458.40, 0, 0
1446306952, -4, 0.00, 0.00, 0.00, 2422.10, 0, 0
1446307012, -4, 0.00, 0.00, 0.00, 3278.00, 0, 0
1446307072, -4, 0.00, 0.00, 0.00, 2603.80, 0, 0
1446307132, -4, 0.00, 0.00, 0.00, 4947.40, 0, 0
1446307192, -4, 0.00, 0.00, 0.00, 3187.30, 0, 0
1446307252, -4, 0.00, 0.00, 0.00, 1333.50, 0, 0
1446307312, -4, 0.00, 0.00, 0.00, 1176.80, 0, 0
1446307372, -4, 0.00, 0.00, 0.00, 2026.20, 0, 0
1446307432, -4, 0.00, 0.00, 0.00, 2534.00, 0, 0
1446307492, -4, 0.00, 0.00, 0.00, 1391.80, 0, 0
1446307552, -4, 0.00, 0.00, 0.00, 1437.60, 0, 0
1446307612, -4, 0.00, 0.00, 0.00, 6169.20, 0, 0
1446307672, -4, 0.00, 0.00, 0.00, 5884.20, 0, 0
1446307732, -4, 0.00, 0.00, 0.00, 3491.80, 0, 0
1446307792, -4, 0.00, 0.00, 0.00, 1083.00, 0, 0
1446307852, -4, 0.00, 0.00, 0.00, 1998.50, 0, 0
1446307912, -4, 0.00, 0.00, 0.00, 1995.80, 0, 0
1446307972, -4, 0.00, 0.00, 0.00, 867.30, 0, 0
1446308032, -4, 0.00, 0.00, 0.00, 1945.60, 0, 0
1446308092, -4, 0.00, 0.00, 0.00, 6140.70, 0, 0
1446308152, -4, 0.00, 0.00, 0.00, 5688.10, 0, 0
1446308212, -4, 0.00, 0.00, 0.00, 559.40, 0, 0
1446308272, -4, 0.00, 0.00, 0.00, 5790.00, 0, 0
1446308332, -4, 0.00, 0.00, 0.00, 761.10, 0, 0
1446308392, -4, 0.00, 0.00, 0.00, 611.90, 0, 0
1446308452, -4, 0.00, 0.00, 0.00, 65.90, 0, 0
1446308512, -4, 0.00, 0.00, 0.00, 217.20, 0, 0
1446308572, -4, 0.00, 0.00, 0.00, 88.00, 0, 0
1446308632, -4, 0.00, 0.00, 0.00, 2486.40, 0, 0
1446308692, -4, 0.00, 0.00, 0.00, 680.90, 0, 0
1446308752, -4, 0.00, 0.00, 0.00, 6069.90, 0, 0
1446308812, -4, 0.00, 0.00, 0.00, 1682.30, 0, 0
1446308872, -4, 0.00, 0.00, 0.00, 5004.10, 0, 0
1446308932, -4, 0.00, 0.00, 0.00, 2297.40, 0, 0
1446308992, -4, 0.00, 0.00, 0.00, 369.80, 0, 0
1446309052, -4, 0.00, 0.00, 0.00, 356.70, 0, 0
1446309112, -4, 0.00, 0.00, 0.00, 3090.40, 0, 0
1446309172, -4, 0.00, 0.00, 0.00, 3206.60, 0, 0
1446309232, -4, 0.00, 0.00, 0.00, 3364.70, 0, 0
1446309292, -4, 0.00, 0.00, 0.00, 35.90, 0, 0
1446309352, -4, 0.00, 0.00, 0.00, 1728.40, 0, 0
1446309412, -4, 0.00, 0.00, 0.00, 4463.50, 0, 0
1446309472, -4, 0.00, 0.00, 0.00, 3350.20, 0, 0
1446309532, -4, 0.00, 0.00, 0.00, 231.30, 0, 0
1446309592, -4, 0.00, 0.00, 0.00, 112.40, 0, 0
1446309652, -4, 0.00, 0.00, 0.00, 111.40, 0, 0
1446309712, -4, 0.00, 0.00, 0.00, 113.80, 0, 0
1446309772, -4, 0.00, 0.00, 0.00, 32.60, 0, 0
1446309843, -4, 87.30, 98.40, 112.10, 97.90, 107.659, 0.1478364
1446309903, -4, 78.70, 85.60, 92.50, 84.50, 90.45544, 0.1266869
1446309963, -4, 86.50, 93.80, 101.70, 92.80, 99.28673, 0.1376952
1446310023, -4, 100.70, 111.20, 121.50, 110.30, 117.7533, 0.1596887
1446310083, -4, 97.20, 108.00, 117.50, 107.00, 113.8633, 0.1551691
1446310143, -4, 94.20, 105.10, 114.40, 104.20, 110.6691, 0.1514132
1446310203, -4, 89.70, 97.70, 107.50, 96.70, 104.7281, 0.1443187
1446310263, -4, 98.00, 108.10, 117.50, 107.20, 113.955, 0.1552764
1446310323, -4, 96.80, 106.90, 116.10, 106.10, 112.4714, 0.1535375
1446310383, -4, 92.60, 103.10, 113.00, 102.30, 109.2529, 0.1497349
1446310443, -4, 94.40, 104.60, 113.90, 103.80, 110.2604, 0.1509297
1446310503, -4, 100.90, 110.50, 120.20, 109.80, 116.5327, 0.158277
1446310563, -4, 110.00, 119.50, 130.20, 118.40, 126.8391, 0.1700144
1446310623, -4, 120.40, 129.70, 141.60, 128.40, 138.3305, 0.1826238
1446310683, -4, 124.60, 136.50, 148.80, 135.10, 144.8199, 0.1895289
1446310743, -4, 128.40, 140.50, 152.20, 139.10, 148.1628, 0.1930266
1446310803, -4, 127.60, 139.20, 150.50, 137.80, 146.6414, 0.1914397
1446310863, -4, 125.90, 138.20, 150.30, 136.80, 146.2043, 0.1909823
1446310923, -4, 126.60, 138.50, 150.50, 137.20, 146.4105, 0.1911981
1446310983, -4, 130.90, 141.50, 152.30, 140.20, 148.6205, 0.1935024
1446311043, -4, 125.20, 135.00, 145.80, 133.80, 142.3004, 0.1868662
1446311103, -4, 128.50, 139.00, 150.10, 137.70, 146.4541, 0.1912438
1446311163, -4, 135.70, 145.40, 155.40, 144.10, 151.9837, 0.196976
1446311223, -4, 122.40, 130.90, 140.00, 129.80, 136.9064, 0.1810879
1446311283, -4, 78.30, 84.00, 89.40, 83.50, 87.15115, 0.1224851
1446311343, -4, 77.40, 82.80, 88.30, 82.30, 86.14035, 0.1211907
1446311403, -4, 81.90, 86.90, 92.80, 86.30, 90.79282, 0.1271134
1446311463, -4, 69.30, 75.00, 79.80, 74.50, 77.68166, 0.1101922
1446311523, -4, 96.00, 101.90, 108.80, 101.30, 106.3246, 0.1462391
1446311583, -4, 96.30, 102.30, 109.10, 101.70, 106.5992, 0.1465684
1446311643, -4, 97.90, 102.90, 109.20, 102.40, 106.8955, 0.1469234
1446311703, -4, 106.50, 112.40, 118.40, 111.90, 115.768, 0.1573895
1446311763, -4, 103.00, 109.10, 114.50, 108.40, 112.1025, 0.1531038
1446311823, -4, 98.50, 104.50, 111.60, 104.00, 108.9485, 0.1493732
1446311883, -4, 91.60, 96.80, 103.00, 96.10, 100.9258, 0.1397031
1446311943, -4, 77.30, 81.30, 84.80, 80.80, 83.1761, 0.1173702
1446312003, -4, 86.70, 89.50, 94.00, 89.00, 92.56181, 0.1293418
1446312063, -4, 81.90, 85.20, 88.60, 84.80, 87.02922, 0.1223292
1446312123, -4, 85.00, 87.60, 91.40, 87.20, 89.97373, 0.1260772
1446312183, -4, 83.40, 86.60, 89.90, 86.00, 88.56698, 0.124291
1446312243, -4, 93.40, 97.30, 101.60, 96.50, 100.1157, 0.1387121
1446312303, -4, 91.90, 95.20, 98.90, 94.40, 97.64329, 0.135671
1446312363, -4, 75.90, 79.50, 82.30, 78.90, 80.96027, 0.1144905
1446312423, -4, 34.10, 36.90, 38.80, 36.90, 37.52154, 0.05409365
1446312483, -4, 37.60, 40.70, 42.60, 40.70, 41.1994, 0.05946939
1446312543, -4, 51.50, 53.90, 55.40, 53.70, 54.30408, 0.07827123
1446312603, -4, 43.10, 45.70, 46.80, 45.80, 45.43136, 0.06560475
1446312663, -4, 36.90, 39.60, 40.40, 39.70, 39.08501, 0.05638357
1446312723, -4, 42.80, 45.30, 46.20, 45.50, 44.76755, 0.06464616
1446312783, -4, 39.40, 42.00, 42.20, 42.00, 41.03648, 0.05923208
1446312843, -4, 37.40, 40.00, 40.20, 40.00, 39.05677, 0.05634226
1446312903, -4, 37.90, 40.30, 40.40, 40.30, 39.31596, 0.05672125
1446312963, -4, 36.50, 39.00, 38.40, 38.80, 37.56458, 0.05415679
1446313023, -4, 40.50, 42.70, 43.00, 42.90, 41.71667, 0.06022231
1446313083, -4, 42.70, 44.80, 45.30, 45.00, 44.01015, 0.06355067
1446313143, -4, 47.00, 49.30, 49.70, 49.10, 48.75045, 0.07037554
1446313203, -4, 49.20, 51.20, 51.90, 51.10, 50.88635, 0.0734254
1446313263, -4, 44.60, 46.90, 47.50, 46.90, 46.34417, 0.06692053
1446313323, -4, 41.70, 43.80, 44.50, 44.10, 43.09846, 0.06222957
1446313383, -4, 42.50, 44.60, 45.20, 44.90, 43.79687, 0.06324185
1446313443, -4, 38.00, 40.20, 39.80, 40.20, 38.80532, 0.05597442
1446313503, -4, 34.00, 36.70, 37.70, 36.70, 36.51018, 0.05260891
1446313563, -4, 30.60, 32.10, 36.20, 32.20, 35.07991, 0.05050476
1446313623, -4, 25.90, 27.20, 29.00, 27.20, 28.2443, 0.04038865
1446313683, -4, 23.70, 24.20, 24.30, 24.00, 24.12615, 0.03426177
1446313743, -4, 28.10, 30.20, 34.10, 30.10, 33.06271, 0.047529
1446313803, -4, 431.10, 605.60, 965.70, 619.10, 872.7519, 0.5103136
1446313863, -4, 461.30, 667.70, 1057.40, 693.90, 939.1879, 0.5212904
1446313923, -4, 101.10, 136.30, 207.20, 142.50, 184.6383, 0.2287187
1446313983, -4, 117.20, 147.10, 233.80, 146.00, 219.5147, 0.2590044
1446314043, -4, 2260.00, 3205.00, 5080.00, 3310.00, 4547.609, 0.6602392
1446314103, -4, 2375.00, 3500.00, 5350.00, 3590.00, 4782.431, 0.6622706
1446314163, -4, 1167.80, 1692.10, 2615.00, 1759.50, 2318.212, 0.6213428
1446314223, -4, 4470.00, 6345.00, 9810.00, 6590.00, 8730.591, 0.6800488
1446314283, -4, 4815.00, 7275.00, 11600.00, 7580.00, 10226.79, 0.683165
1446314343, -4, 5075.00, 7875.00, 12800.00, 8255.00, 11205.23, 0.6847433
1446314403, -4, 3315.00, 5050.00, 7890.00, 5215.00, 6990.566, 0.6747081
1446314463, -4, 685.40, 904.10, 1294.50, 928.90, 1171.94, 0.5518044
1446314523, -4, 840.90, 1114.00, 1607.80, 1167.70, 1429.767, 0.5758048
1446314583, -4, 551.60, 732.80, 990.90, 736.90, 911.6804, 0.5168935
1446314643, -4, 448.40, 607.10, 805.90, 597.30, 753.2165, 0.48704
1446314703, -4, 454.50, 592.50, 812.60, 590.10, 756.3891, 0.4877261
1446314763, -4, 412.00, 522.30, 690.60, 519.00, 647.1781, 0.4614734
1446314823, -4, 507.40, 666.10, 949.80, 679.20, 866.0619, 0.5091381
1446314883, -4, 434.10, 559.00, 760.60, 552.00, 714.5899, 0.478343
1446314943, -4, 526.00, 692.10, 985.70, 700.10, 904.5387, 0.5157186
1446315003, -4, 563.40, 753.10, 1098.00, 757.00, 1010.757, 0.5318518
1446315063, -4, 618.80, 824.60, 1225.10, 863.60, 1090.833, 0.542356
1446315123, -4, 557.80, 736.90, 1096.10, 750.10, 1000.923, 0.5304707
1446315183, -4, 479.10, 629.50, 904.60, 651.50, 814.4248, 0.499585
1446315243, -4, 423.60, 548.20, 753.70, 551.90, 695.9884, 0.4739147
1446315303, -4, 379.40, 475.90, 639.10, 478.30, 594.1249, 0.4464289
1446315363, -4, 576.20, 793.60, 1188.30, 820.60, 1064.549, 0.5390471
1446315423, -4, 446.30, 593.70, 871.50, 614.90, 783.2177, 0.4933668
1446315483, -4, 373.20, 478.90, 678.80, 476.10, 634.4928, 0.4580294
1446315543, -4, 437.10, 578.20, 797.80, 580.70, 735.5729, 0.4831479
1446315603, -4, 769.90, 1089.00, 1566.00, 1087.60, 1436.447, 0.5763289
1446315663, -4, 630.40, 838.80, 1211.60, 853.10, 1105.143, 0.5441044
1446315723, -4, 604.10, 818.90, 1165.00, 832.10, 1059.903, 0.5384485
1446315783, -4, 757.70, 1036.10, 1489.40, 1083.60, 1320.07, 0.5665563
1446315843, -4, 933.10, 1253.30, 1859.60, 1327.70, 1637.17, 0.5903359
1446315903, -4, 956.80, 1330.10, 1944.90, 1354.70, 1760.521, 0.5975413
1446315963, -4, 956.80, 1356.30, 2035.60, 1366.00, 1855.656, 0.6025131
1446316023, -4, 524.10, 699.80, 957.70, 697.20, 887.6492, 0.5128832
1446316083, -4, 540.90, 725.20, 1051.40, 742.50, 952.5879, 0.5233613
1446316143, -4, 662.00, 900.10, 1367.50, 933.90, 1224.759, 0.5574031
1446316203, -4, 684.10, 938.80, 1408.10, 971.10, 1261.85, 0.561102
1446316263, -4, 643.80, 888.10, 1306.30, 896.60, 1192.689, 0.5540524
1446316323, -4, 758.40, 1018.40, 1520.20, 1106.20, 1309.167, 0.5655659
1446316383, -4, 572.90, 803.80, 1162.60, 803.40, 1067.137, 0.5393787
1446316443, -4, 502.80, 683.50, 1007.50, 699.20, 911.998, 0.5169455
1446316503, -4, 419.90, 620.40, 888.40, 615.90, 813.6551, 0.4994359
1446316563, -4, 298.00, 406.70, 600.30, 397.10, 563.6988, 0.4369825
1446316623, -4, 392.70, 499.10, 757.90, 509.10, 695.4222, 0.4737774
1446316683, -4, 900.40, 1215.50, 1740.40, 1230.60, 1589.6, 0.5872954
1446316743, -4, 936.90, 1296.20, 1904.60, 1316.00, 1730.105, 0.5958492
1446316803, -4, 879.40, 1233.60, 1726.30, 1227.10, 1590.026, 0.5873233
1446316863, -4, 871.00, 1161.40, 1619.10, 1169.30, 1487.948, 0.5802342
1446316923, -4, 1216.60, 1679.10, 2385.30, 1689.00, 2182.558, 0.6165799
1446316983, -4, 1306.80, 1780.90, 2529.80, 1745.10, 2369.721, 0.6230187
1446317043, -4, 876.20, 1189.70, 1767.80, 1182.70, 1638.275, 0.5904047
1446317103, -4, 1057.20, 1472.40, 2117.70, 1506.90, 1907.445, 0.6050321
1446317163, -4, 1292.10, 1825.70, 2654.50, 1894.40, 2358.495, 0.6226593
1446317223, -4, 1679.30, 2306.90, 3228.30, 2326.90, 2948.163, 0.6380355
1446317283, -4, 990.70, 1397.30, 1952.80, 1405.20, 1780.504, 0.5986249
1446317343, -4, 568.90, 735.70, 1016.60, 757.30, 920.8354, 0.5183792
1446317403, -4, 1289.60, 1825.90, 2756.30, 1897.30, 2449.97, 0.6254989
1446317463, -4, 20825.00, 30650.00, 45745.00, 31630.00, 40645.65, 0.6962529
1446317523, -4, 20565.00, 30805.00, 46585.00, 31695.00, 41421.68, 0.6963298
1446317583, -4, 4645.00, 7365.00, 11755.00, 7695.00, 10277.02, 0.6832536
1446317643, -4, 2975.00, 4255.00, 6750.00, 4445.00, 5980.695, 0.6701627
1446317703, -4, 1217.50, 1736.60, 2727.90, 1808.50, 2422.747, 0.6246747
1446317763, -4, 23.10, 25.10, 33.30, 25.70, 31.30006, 0.0449217
1446317823, -4, 58.50, 69.20, 99.00, 70.90, 91.52226, 0.1280338
1446317883, -4, 664.80, 934.90, 1400.00, 988.70, 1226.385, 0.5575692
1446317943, -4, 3800.00, 5390.00, 8250.00, 5665.00, 7266.531, 0.6757284
1446318003, -4, 1303.10, 1900.70, 3006.50, 1986.60, 2655.111, 0.6311986
1446318063, -4, 1825.00, 2645.00, 4020.00, 2710.00, 3604.271, 0.6494605
1446318123, -4, 508.00, 734.70, 1172.20, 765.00, 1040.072, 0.5358462
1446318183, -4, 42.10, 49.00, 62.90, 49.50, 59.02931, 0.08489866
1446318243, -4, 14.00, 14.70, 15.90, 14.80, 15.36869, 0.0212458
1446318303, -4, 18.10, 19.90, 21.00, 19.50, 20.65999, 0.02910014
1446318363, -4, 18.70, 20.30, 21.60, 20.00, 21.18979, 0.02988884
1446318423, -4, 18.80, 20.30, 21.60, 20.00, 21.21764, 0.0299303
1446318483, -4, 19.50, 20.60, 22.30, 20.60, 21.67353, 0.03060912
1446318543, -4, 19.30, 20.60, 22.00, 20.40, 21.55499, 0.0304326
1446318603, -4, 18.40, 20.10, 21.00, 19.60, 20.80766, 0.02931995
1446318663, -4, 17.50, 19.50, 20.10, 18.90, 19.95856, 0.0280563
1446318723, -4, 17.30, 19.30, 19.80, 18.60, 19.77591, 0.02778455
1446318783, -4, 12.80, 13.30, 14.20, 13.30, 13.86698, 0.01903056
1446318843, -4, 14.90, 16.80, 18.00, 16.70, 17.33071, 0.02415145
1446318903, -4, 15.60, 17.60, 18.90, 17.50, 18.18822, 0.02542436
1446318963, -4, 15.40, 17.30, 18.80, 17.30, 17.99726, 0.02514078
1446319023, -4, 15.40, 17.20, 18.70, 17.20, 17.92613, 0.02503516
1446319083, -4, 15.60, 17.60, 18.80, 17.60, 17.98595, 0.02512398
1446319143, -4, 15.50, 17.40, 18.80, 17.40, 18.00278, 0.02514897
1446319203, -4, 15.20, 16.80, 18.40, 16.70, 17.78815, 0.02483031
1446319263, -4, 15.00, 16.30, 18.00, 16.20, 17.47026, 0.02435849
1446319323, -4, 15.00, 16.10, 18.00, 16.10, 17.40615, 0.02426337
1446319383, -4, 15.00, 16.10, 18.00, 16.10, 17.40615, 0.02426337
1446319443, -4, 15.00, 16.30, 18.00, 16.30, 17.36147, 0.02419709
1446319503, -4, 14.90, 16.00, 17.80, 16.10, 17.10491, 0.02381652
1446319563, -4, 15.20, 16.50, 18.20, 16.50, 17.55944, 0.02449084
1446319623, -4, 15.10, 16.30, 18.00, 16.30, 17.38932, 0.02423841
1446319683, -4, 15.10, 16.40, 18.10, 16.40, 17.46046, 0.02434395
1446319743, -4, 15.30, 16.80, 18.30, 16.80, 17.61375, 0.02457144
1446319803, -4, 16.10, 18.00, 18.90, 17.70, 18.45569, 0.02582171
1446319863, -4, 16.30, 18.00, 18.80, 17.70, 18.41793, 0.0257656
1446319923, -4, 15.70, 17.20, 18.40, 17.20, 17.72928, 0.02474291
1446319983, -4, 15.10, 16.00, 17.50, 16.10, 16.8802, 0.02348334
1446320043, -4, 15.20, 16.10, 17.60, 16.20, 16.97919, 0.0236301
1446320103, -4, 15.30, 16.60, 18.00, 16.60, 17.37801, 0.02422163
1446320163, -4, 15.10, 16.10, 17.60, 16.20, 16.95133, 0.0235888
1446320223, -4, 15.30, 16.40, 17.90, 16.50, 17.22043, 0.02398787
1446320283, -4, 15.50, 16.90, 18.20, 16.90, 17.55365, 0.02448224
1446320343, -4, 15.40, 16.60, 18.10, 16.70, 17.39055, 0.02424023
1446320403, -4, 14.80, 15.60, 17.30, 15.70, 16.69905, 0.02321485
1446320463, -4, 14.30, 14.90, 16.60, 15.00, 16.06186, 0.02227109
1446320523, -4, 13.30, 14.20, 16.10, 14.20, 15.58114, 0.02155988
1446320583, -4, 13.00, 13.70, 15.60, 13.70, 15.14192, 0.02091073
1446320643, -4, 12.30, 13.10, 14.80, 13.10, 14.33321, 0.01971736
1446320703, -4, 11.40, 12.30, 13.80, 12.40, 13.21775, 0.01807588
1446320763, -4, 10.60, 11.50, 13.10, 11.80, 12.30177, 0.01673262
1446320823, -4, 9.90, 10.60, 12.30, 10.90, 11.56008, 0.01564858
1446320883, -4, 9.90, 10.40, 12.20, 10.90, 11.29372, 0.01526014
1446320943, -4, 9.80, 10.30, 12.10, 10.80, 11.19473, 0.01511592
1446321003, -4, 10.10, 10.50, 12.30, 11.20, 11.20298, 0.01512793
1446321063, -4, 10.80, 11.60, 13.00, 11.90, 12.24167, 0.01664465
1446321123, -4, 11.70, 12.30, 13.50, 12.40, 13.0209, 0.01778682
1446321183, -4, 12.90, 13.30, 14.60, 13.30, 14.26871, 0.01962229
1446321243, -4, 14.00, 14.50, 16.20, 14.50, 15.80256, 0.02188738
1446321303, -4, 14.30, 14.80, 16.60, 14.90, 16.08421, 0.02230416
1446321363, -4, 14.70, 15.30, 17.00, 15.50, 16.34902, 0.02269626
1446321423, -4, 14.60, 15.30, 17.00, 15.40, 16.42995, 0.02281614
1446321483, -4, 15.00, 16.00, 17.50, 16.10, 16.85235, 0.02344205
1446321543, -4, 16.20, 18.00, 18.80, 17.70, 18.39008, 0.02572423
1446321603, -4, 18.60, 19.70, 19.70, 19.20, 19.7376, 0.02772756
1446321663, -4, 17.80, 19.10, 19.10, 18.50, 19.19677, 0.02692322
1446321723, -4, 17.40, 18.80, 19.10, 18.00, 19.36995, 0.02718074
1446321783, -4, 16.20, 17.70, 18.50, 17.50, 18.0679, 0.02524567
1446321843, -4, 15.10, 15.90, 17.20, 16.00, 16.62213, 0.02310085
1446321903, -4, 15.20, 16.10, 17.30, 16.20, 16.69877, 0.02321443
1446321963, -4, 15.30, 16.20, 17.40, 16.30, 16.79776, 0.02336114
1446322023, -4, 12.60, 13.20, 14.60, 13.20, 14.20749, 0.01953207
1446322083, -4, 10.40, 11.20, 12.80, 11.60, 11.92388, 0.01617987
1446322143, -4, 9.80, 10.30, 12.10, 10.80, 11.19473, 0.01511592
1446322203, -4, 9.20, 10.10, 11.30, 10.00, 10.97725, 0.01479928
1446322263, -4, 8.80, 9.80, 10.80, 9.40, 10.79186, 0.01452966
1446322323, -4, 8.50, 9.80, 10.50, 9.20, 10.64546, 0.01431693
1446322383, -4, 7.90, 9.10, 9.80, 8.70, 9.762845, 0.01303811
1446322443, -4, 7.60, 8.60, 9.50, 8.30, 9.401779, 0.01251694
1446322503, -4, 7.30, 8.20, 9.20, 8.00, 9.018375, 0.01196492
1446322563, -4, 7.00, 7.80, 8.80, 7.70, 8.541503, 0.01128047
1446322623, -4, 6.70, 7.40, 8.40, 7.40, 8.064628, 0.01059856
1446322683, -4, 6.30, 7.10, 8.10, 7.00, 7.848607, 0.01029057
1446322743, -4, 6.00, 6.70, 7.70, 6.60, 7.480519, 0.009767146
1446322803, -4, 5.70, 6.30, 7.40, 6.10, 7.314691, 0.009531933
1446322863, -4, 5.40, 6.00, 7.00, 5.90, 6.815478, 0.00882623
1446322923, -4, 5.30, 5.80, 6.80, 5.90, 6.427787, 0.008280819
1446322983, -4, 5.30, 5.80, 6.80, 5.90, 6.427787, 0.008280819
1446323043, -4, 5.30, 5.70, 6.70, 5.80, 6.356653, 0.008181014
1446323103, -4, 5.10, 5.50, 6.50, 5.70, 6.049898, 0.007751617
