timeUTC, timeOffset, red, green, blue, clear, cla, cs
1446232312, -4, 276.70, 372.20, 546.30, 375.50, 500.9653, 0.4153033
1446232372, -4, 281.30, 375.90, 557.70, 379.80, 511.423, 0.4191426
1446232432, -4, 282.10, 367.30, 525.60, 368.60, 486.3912, 0.4097886
1446232492, -4, 292.50, 370.90, 511.20, 369.90, 477.526, 0.406337
1446232552, -4, 307.40, 390.70, 535.20, 393.90, 495.117, 0.4131137
1446232612, -4, 285.60, 368.30, 525.00, 369.60, 486.5818, 0.409862
1446232672, -4, 273.00, 352.00, 502.40, 353.20, 465.698, 0.4016126
1446232732, -4, 159.80, 202.70, 289.90, 204.30, 268.4596, 0.2961363
1446232792, -4, 113.10, 159.60, 252.70, 160.30, 231.2882, 0.2684722
1446232852, -4, 183.20, 261.20, 400.50, 263.50, 364.5262, 0.3547292
1446232912, -4, 186.90, 252.40, 352.90, 251.50, 326.5117, 0.3334911
1446232972, -4, 94.60, 108.40, 137.10, 108.00, 130.7173, 0.1743254
1446233032, -4, 133.90, 147.00, 164.30, 143.70, 161.6196, 0.2067105
1446233092, -4, 240.20, 296.10, 387.10, 292.10, 366.9347, 0.3559996
1446233152, -4, 257.70, 334.10, 435.30, 330.00, 408.482, 0.3766457
1446233212, -4, 220.00, 289.90, 374.90, 280.90, 356.7293, 0.3505575
1446233272, -4, 370.80, 489.80, 628.80, 479.40, 592.9219, 0.4460674
1446233332, -4, 195.20, 253.40, 333.40, 251.40, 311.5699, 0.3244858
1446233392, -4, 154.00, 196.50, 261.30, 194.30, 245.6304, 0.2795326
1446233452, -4, 130.00, 165.20, 219.50, 163.20, 206.6494, 0.2482356
1446233512, -4, 123.50, 155.60, 207.00, 153.90, 194.9732, 0.2380602
1446233572, -4, 120.20, 149.80, 199.50, 148.30, 188.1219, 0.2319034
1446233632, -4, 116.10, 144.30, 192.10, 143.00, 181.0741, 0.2254215
1446233692, -4, 116.60, 147.20, 195.70, 145.60, 184.2568, 0.2283677
1446233752, -4, 105.20, 134.30, 179.00, 132.80, 168.2449, 0.2132211
1446233812, -4, 95.40, 121.80, 162.60, 120.50, 152.7609, 0.1977729
1446233872, -4, 93.20, 119.80, 160.20, 118.60, 150.2428, 0.1951828
1446233932, -4, 86.20, 110.30, 147.20, 109.30, 138.0465, 0.1823181
1446233992, -4, 98.00, 125.90, 168.30, 124.50, 158.0058, 0.2030969
1446234052, -4, 96.10, 123.20, 164.30, 121.90, 154.2321, 0.199276
1446234112, -4, 104.80, 134.70, 179.90, 133.00, 169.1029, 0.2140537
1446234172, -4, 115.60, 147.00, 195.60, 145.10, 184.2559, 0.2283668
1446234232, -4, 120.00, 153.00, 203.30, 150.90, 191.5559, 0.2350069
1446234292, -4, 140.40, 181.80, 240.80, 178.80, 226.835, 0.2649333
1446234352, -4, 97.60, 123.80, 164.20, 122.60, 154.3136, 0.199359
1446234412, -4, 161.60, 213.80, 279.80, 209.10, 263.8944, 0.29291
1446234472, -4, 155.70, 197.70, 259.20, 194.60, 244.8521, 0.2789452
1446234532, -4, 141.60, 177.50, 231.40, 175.20, 218.5821, 0.2582388
1446234592, -4, 107.50, 133.00, 173.00, 131.60, 163.4589, 0.2085326
1446234652, -4, 235.70, 310.30, 428.80, 307.20, 400.5074, 0.3728605
1446234712, -4, 269.60, 351.30, 467.10, 348.50, 436.2637, 0.389228
1446234772, -4, 279.30, 363.90, 470.80, 361.30, 439.3916, 0.3905886
1446234832, -4, 166.70, 213.50, 280.20, 209.80, 264.6679, 0.2934599
1446234892, -4, 149.20, 193.30, 253.80, 189.70, 239.521, 0.2748829
1446234952, -4, 149.20, 192.60, 252.80, 189.00, 238.7427, 0.2742841
1446235012, -4, 135.20, 173.10, 226.70, 170.10, 214.1507, 0.2545695
1446235072, -4, 99.30, 126.60, 167.60, 125.10, 157.666, 0.2027549
1446235132, -4, 121.80, 157.50, 206.90, 154.80, 195.0697, 0.2381459
1446235192, -4, 121.60, 157.20, 205.90, 154.20, 194.4727, 0.2376151
1446235252, -4, 120.90, 157.00, 207.00, 154.10, 195.2417, 0.2382986
1446235312, -4, 141.40, 186.60, 256.30, 183.40, 240.7468, 0.2758231
1446235372, -4, 65.30, 84.70, 113.50, 83.50, 106.6619, 0.1466435
1446235432, -4, 51.80, 67.50, 90.40, 66.80, 84.6083, 0.1192207
1446235492, -4, 61.20, 80.00, 108.50, 79.10, 101.5699, 0.1404891
1446235552, -4, 191.70, 252.00, 339.50, 249.40, 317.2623, 0.3279631
1446235612, -4, 163.90, 214.90, 290.00, 212.80, 270.9949, 0.2979084
1446235672, -4, 125.20, 167.00, 226.60, 164.80, 211.7643, 0.2525713
1446235732, -4, 122.70, 161.30, 218.80, 159.00, 205.1594, 0.2469588
1446235792, -4, 127.40, 167.10, 227.30, 165.70, 212.1388, 0.2528859
1446235852, -4, 99.40, 130.30, 176.80, 128.70, 165.5754, 0.2106154
1446235912, -4, 97.70, 127.80, 173.20, 126.30, 162.1866, 0.2072734
1446235972, -4, 99.00, 129.00, 174.40, 127.50, 163.4023, 0.2084767
1446236032, -4, 105.70, 136.30, 184.00, 134.70, 172.7197, 0.2175367
1446236092, -4, 108.60, 140.40, 188.40, 138.70, 176.8331, 0.2214466
1446236152, -4, 140.60, 186.70, 254.90, 184.20, 238.4316, 0.2740442
1446236212, -4, 125.90, 166.30, 227.80, 163.90, 213.4549, 0.2539884
1446236272, -4, 182.20, 238.20, 322.00, 235.90, 301.0153, 0.3178813
1446236332, -4, 214.80, 280.50, 379.80, 277.60, 355.3249, 0.3497964
1446236392, -4, 281.60, 380.40, 491.70, 372.50, 461.6475, 0.3999625
1446236452, -4, 322.60, 443.10, 548.70, 424.80, 523.653, 0.4235131
1446236512, -4, 360.60, 483.50, 607.00, 480.60, 562.9526, 0.4367427
1446236572, -4, 371.20, 515.40, 626.70, 504.80, 585.5693, 0.4438369
1446236632, -4, 358.30, 493.60, 612.00, 498.40, 556.3527, 0.4346035
1446236692, -4, 359.90, 495.10, 602.40, 499.70, 547.7076, 0.4317524
1446236752, -4, 359.40, 480.50, 596.80, 496.40, 533.3026, 0.4268738
1446236812, -4, 225.20, 292.80, 376.30, 301.60, 339.4743, 0.340993
1446236872, -4, 303.20, 404.70, 512.60, 408.40, 469.1516, 0.4030064
1446236932, -4, 323.90, 451.90, 554.50, 435.60, 525.2947, 0.4240903
1446236992, -4, 235.30, 303.50, 376.70, 296.20, 357.7858, 0.3511282
1446237052, -4, 140.70, 175.80, 223.00, 171.80, 212.709, 0.2533641
1446237112, -4, 122.40, 150.10, 189.00, 147.10, 180.485, 0.2248727
1446237172, -4, 124.40, 156.00, 195.90, 152.30, 186.935, 0.2308225
1446237232, -4, 124.40, 158.10, 198.20, 154.20, 188.8333, 0.2325493
1446237292, -4, 107.30, 134.60, 168.70, 131.30, 161.0935, 0.2061871
1446237352, -4, 92.00, 115.90, 145.40, 113.20, 138.5779, 0.1828899
1446237412, -4, 99.60, 123.70, 154.70, 120.70, 147.9715, 0.1928274
1446237472, -4, 112.50, 140.10, 175.00, 136.60, 167.4194, 0.2124179
1446237532, -4, 88.80, 110.80, 140.60, 108.60, 133.7954, 0.1777066
1446237592, -4, 93.70, 116.10, 152.20, 113.70, 145.0364, 0.1897566
1446237652, -4, 93.00, 116.20, 152.00, 113.90, 144.5233, 0.1892166
1446237712, -4, 80.00, 101.60, 132.40, 99.60, 125.5173, 0.168532
1446237772, -4, 80.00, 98.80, 125.90, 96.60, 120.2847, 0.1625977
1446237832, -4, 79.50, 97.90, 125.10, 95.90, 119.3812, 0.1615622
1446237892, -4, 75.70, 94.00, 120.00, 92.20, 114.2094, 0.1555737
1446237952, -4, 76.50, 94.80, 121.00, 92.90, 115.297, 0.1568418
1446238012, -4, 87.60, 106.50, 135.60, 104.20, 129.8569, 0.173374
1446238072, -4, 86.20, 104.90, 133.30, 102.60, 127.6746, 0.170948
1446238132, -4, 56.40, 69.90, 86.70, 68.30, 82.87406, 0.1169789
1446238192, -4, 64.70, 79.20, 98.60, 77.40, 94.44895, 0.1317047
1446238252, -4, 97.30, 119.30, 149.20, 116.00, 143.4992, 0.188136
1446238312, -4, 64.60, 80.50, 99.20, 78.60, 94.80031, 0.1321431
1446238372, -4, 65.80, 81.20, 97.90, 79.00, 94.08942, 0.1312557
1446238432, -4, 63.30, 78.20, 94.70, 76.10, 90.96339, 0.1273288
1446238492, -4, 64.10, 78.80, 94.20, 76.80, 90.47604, 0.1267129
1446238552, -4, 64.00, 79.00, 94.10, 77.00, 90.31004, 0.126503
1446238612, -4, 85.90, 103.10, 122.30, 100.20, 118.3641, 0.1603928
1446238672, -4, 118.90, 141.40, 168.80, 138.40, 162.5725, 0.2076559
1446238732, -4, 133.50, 161.30, 191.70, 157.60, 184.36, 0.2284626
1446238792, -4, 146.70, 175.80, 207.60, 171.30, 200.5296, 0.2429513
1446238852, -4, 148.40, 176.60, 207.50, 171.90, 200.9485, 0.2433165
1446238912, -4, 145.50, 173.10, 202.00, 168.40, 195.7817, 0.2387775
1446238972, -4, 71.10, 84.20, 97.70, 82.00, 94.7085, 0.1320286
1446239032, -4, 55.80, 63.10, 75.10, 62.00, 72.83942, 0.1037623
1446239092, -4, 48.30, 55.50, 66.40, 54.60, 64.09867, 0.09191217
1446239152, -4, 47.00, 53.40, 63.70, 52.80, 61.35562, 0.08812974
1446239212, -4, 48.50, 55.90, 66.30, 54.90, 64.08033, 0.09188697
1446239272, -4, 43.70, 50.30, 59.90, 49.80, 57.4683, 0.08271871
1446239332, -4, 77.70, 90.90, 104.00, 88.10, 101.5915, 0.1405154
1446239392, -4, 56.90, 66.00, 76.40, 64.40, 74.25704, 0.1056548
1446239452, -4, 38.60, 45.10, 54.10, 44.80, 51.57053, 0.07439888
1446239512, -4, 35.90, 42.60, 50.90, 42.20, 48.49469, 0.07000925
1446239572, -4, 32.80, 40.30, 48.00, 39.70, 45.65196, 0.06592299
1446239632, -4, 30.50, 36.10, 43.10, 35.60, 41.26072, 0.05955869
1446239692, -4, 26.40, 30.10, 36.90, 29.90, 35.33752, 0.05088411
1446239752, -4, 19.40, 23.40, 30.30, 23.30, 28.60664, 0.0409269
1446239812, -4, 21.30, 26.20, 36.40, 25.70, 34.64723, 0.04986726
1446239872, -4, 20.10, 25.30, 36.40, 24.80, 34.51404, 0.04967093
1446239932, -4, 19.50, 25.00, 36.10, 24.50, 34.13353, 0.04910981
1446239992, -4, 19.30, 24.70, 34.70, 24.60, 32.4011, 0.04655109
1446240052, -4, 15.80, 20.60, 28.10, 20.40, 26.28186, 0.03747078
1446240112, -4, 15.90, 21.00, 29.80, 20.70, 27.91814, 0.039904
1446240172, -4, 13.80, 17.80, 24.50, 16.90, 23.74684, 0.03369689
1446240232, -4, 14.50, 18.90, 26.20, 18.00, 25.28509, 0.03598733
1446240292, -4, 12.60, 16.80, 24.10, 16.80, 22.28302, 0.03151677
1446240352, -4, 16.00, 21.20, 30.90, 21.20, 28.60313, 0.04092169
1446240412, -4, 14.20, 19.10, 27.80, 19.00, 25.78209, 0.03672709
1446240472, -4, 17.60, 23.00, 33.90, 23.10, 31.34202, 0.04498385
1446240532, -4, 16.50, 21.40, 31.00, 21.20, 29.00876, 0.04152403
1446240592, -4, 12.30, 17.70, 26.10, 17.30, 24.30298, 0.03452509
1446240652, -4, 11.40, 16.90, 25.90, 16.70, 23.8265, 0.03381552
1446240712, -4, 7.90, 12.50, 20.90, 12.70, 18.72586, 0.02622318
1446240772, -4, 23.90, 28.30, 38.70, 28.20, 36.61697, 0.05276582
1446240832, -4, 48.90, 56.00, 59.40, 53.90, 58.91658, 0.08474156
1446240892, -4, 57.90, 66.10, 48.60, 59.50, 53.96772, 0.07779624
1446240952, -4, 48.20, 59.80, 76.30, 58.70, 72.58143, 0.103417
1446241012, -4, 99.90, 125.60, 169.00, 126.00, 157.2981, 0.2023842
1446241072, -4, 311.80, 315.20, 356.80, 316.30, 348.741, 0.3461877
1446241132, -4, 37.40, 43.00, 69.30, 49.40, 58.62423, 0.08433387
1446241192, -4, 0.00, 0.00, 0.00, 37.70, 0, 0
1446241252, -4, 0.00, 0.00, 0.00, 19.50, 0, 0
1446241312, -4, 0.00, 0.00, 0.00, 21.70, 0, 0
1446241372, -4, 0.00, 0.00, 0.00, 8.40, 0, 0
1446241432, -4, 0.00, 0.00, 0.00, 28.20, 0, 0
1446241492, -4, 0.00, 0.00, 0.00, 30.90, 0, 0
1446241552, -4, 0.00, 0.00, 0.00, 33.10, 0, 0
1446241612, -4, 0.00, 0.00, 0.00, 59.70, 0, 0
1446241672, -4, 0.00, 0.00, 0.00, 81.60, 0, 0
1446241732, -4, 0.00, 0.00, 0.00, 50.20, 0, 0
1446241792, -4, 0.00, 0.00, 0.00, 89.70, 0, 0
1446241852, -4, 0.00, 0.00, 0.00, 31.00, 0, 0
1446241912, -4, 0.00, 0.00, 0.00, 12.80, 0, 0
1446241972, -4, 0.00, 0.00, 0.00, 18.70, 0, 0
1446242032, -4, 0.00, 0.00, 0.00, 6.90, 0, 0
1446242092, -4, 0.00, 0.00, 0.00, 7.60, 0, 0
1446242152, -4, 0.00, 0.00, 0.00, 5.00, 0, 0
1446242212, -4, 0.00, 0.00, 0.00, 1.40, 0, 0
1446242272, -4, 0.00, 0.00, 0.00, 1.50, 0, 0
1446242332, -4, 0.00, 0.00, 0.00, 0.90, 0, 0
1446242392, -4, 0.00, 0.00, 0.00, 1.10, 0, 0
1446242452, -4, 0.00, 0.00, 0.00, 0.60, 0, 0
1446242512, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446242572, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446242632, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446242692, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446242752, -4, 0.00, 0.00, 0.00, 0.80, 0, 0
1446242812, -4, 0.00, 0.00, 0.00, 0.60, 0, 0
1446242872, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446242932, -4, 0.00, 0.00, 0.00, 2.70, 0, 0
1446242992, -4, 0.00, 0.00, 0.00, 1.20, 0, 0
1446243052, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446243112, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446243172, -4, 0.00, 0.00, 0.00, 1.40, 0, 0
1446243232, -4, 0.00, 0.00, 0.00, 0.00, 0, 0
1446243292, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446243352, -4, 0.00, 0.00, 0.00, 0.00, 0, 0
1446243412, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446243472, -4, 0.00, 0.00, 0.00, 0.00, 0, 0
1446243532, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446243592, -4, 0.00, 0.00, 0.00, 0.00, 0, 0
1446243652, -4, 0.00, 0.00, 0.00, 6.40, 0, 0
1446243712, -4, 0.00, 0.00, 0.00, 18.40, 0, 0
1446243772, -4, 0.00, 0.00, 0.00, 18.50, 0, 0
1446243832, -4, 0.00, 0.00, 0.00, 18.70, 0, 0
1446243892, -4, 0.00, 0.00, 0.00, 18.70, 0, 0
1446243952, -4, 0.00, 0.00, 0.00, 4.80, 0, 0
1446244012, -4, 0.00, 0.00, 0.00, 0.00, 0, 0
1446244072, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446244132, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446244192, -4, 0.00, 0.00, 0.00, 0.40, 0, 0
1446244252, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446244312, -4, 0.00, 0.00, 0.00, 0.50, 0, 0
1446244372, -4, 0.00, 0.00, 0.00, 0.60, 0, 0
1446244432, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446244492, -4, 0.00, 0.00, 0.00, 2.20, 0, 0
1446244552, -4, 0.00, 0.00, 0.00, 3.20, 0, 0
1446244612, -4, 0.00, 0.00, 0.00, 5.80, 0, 0
1446244672, -4, 0.00, 0.00, 0.00, 10.40, 0, 0
1446244732, -4, 0.00, 0.00, 0.00, 17.70, 0, 0
1446244792, -4, 0.00, 0.00, 0.00, 13.40, 0, 0
1446244852, -4, 0.00, 0.00, 0.00, 12.10, 0, 0
1446244912, -4, 0.00, 0.00, 0.00, 6.60, 0, 0
1446244972, -4, 0.00, 0.00, 0.00, 3.40, 0, 0
1446245032, -4, 0.00, 0.00, 0.00, 3.70, 0, 0
1446245092, -4, 0.00, 0.00, 0.00, 2.00, 0, 0
1446245152, -4, 0.00, 0.00, 0.00, 5.40, 0, 0
1446245212, -4, 0.00, 0.00, 0.00, 7.30, 0, 0
1446245272, -4, 0.00, 0.00, 0.00, 0.40, 0, 0
1446245332, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446245392, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446245452, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446245512, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446245572, -4, 0.00, 0.00, 0.00, 0.70, 0, 0
1446245632, -4, 0.00, 0.00, 0.00, 0.90, 0, 0
1446245692, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446245752, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446245812, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446245872, -4, 0.00, 0.00, 0.00, 3.50, 0, 0
1446245932, -4, 0.00, 0.00, 0.00, 2.20, 0, 0
1446245992, -4, 0.00, 0.00, 0.00, 1.00, 0, 0
1446246052, -4, 0.00, 0.00, 0.00, 5.00, 0, 0
1446246112, -4, 0.00, 0.00, 0.00, 2.30, 0, 0
1446246172, -4, 0.00, 0.00, 0.00, 5.20, 0, 0
1446246232, -4, 0.00, 0.00, 0.00, 1.20, 0, 0
1446246292, -4, 0.00, 0.00, 0.00, 11.70, 0, 0
1446246352, -4, 0.00, 0.00, 0.00, 0.60, 0, 0
1446246412, -4, 0.00, 0.00, 0.00, 6.10, 0, 0
1446246472, -4, 0.00, 0.00, 0.00, 1.30, 0, 0
1446246532, -4, 0.00, 0.00, 0.00, 0.50, 0, 0
1446246592, -4, 0.00, 0.00, 0.00, 0.10, 0, 0
1446246652, -4, 0.00, 0.00, 0.00, 0.40, 0, 0
1446246712, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446246772, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446246832, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446246892, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446246952, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247012, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247072, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247132, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247192, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247252, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247312, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446247372, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446247432, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247492, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247552, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446247612, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247672, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247732, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247792, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446247852, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247912, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446247972, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248032, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248092, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248152, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248212, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248272, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248332, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248392, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248452, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248512, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248572, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248632, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248692, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248752, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248812, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248872, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248932, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446248992, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249052, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249112, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249172, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249232, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249292, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249352, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249412, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249472, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249532, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446249592, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249652, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249712, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249772, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249832, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249892, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446249952, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250012, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250072, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250132, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250192, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250252, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250312, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250372, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250432, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250492, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250552, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250612, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250672, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250732, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250792, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250852, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250912, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446250972, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251032, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251092, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251152, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251212, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251272, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251332, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251392, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251452, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251512, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251572, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251632, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251692, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251752, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251812, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251872, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251932, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446251992, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252052, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252112, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252172, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252232, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252292, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252352, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252412, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252472, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252532, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252592, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252652, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252712, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252772, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446252832, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252892, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446252952, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253012, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253072, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253132, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253192, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253252, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253312, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253372, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446253432, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253492, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253552, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253612, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253672, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253732, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253792, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253852, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253912, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446253972, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254032, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254092, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254152, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254212, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254272, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254332, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254392, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446254452, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446254512, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446254572, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254632, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254692, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254752, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446254812, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446254872, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
1446254932, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446254992, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446255052, -4, 0.00, 0.00, 0.00, 0.30, 0, 0
1446255112, -4, 0.00, 0.00, 0.00, 0.20, 0, 0
