runTimeUTC,runTimeOffset,version,model,x0,xc0,t0,xn,xcn,tn
1437637059.724000,-5.000000,0.1.?,0.1.1,-0.978241,0.207471,1436773081.724000,-0.363384,0.928759,1437637074.724000,
